20381,6
20393,1
20401,4
20419,2
20425,17
20429,10
20448,4
20460,2
20470,1
20480,5
20482,5
20488,15
20511,2
20527,60
20528,1
20530,1
20533,1
20535,1
20537,24
20543,1
20556,1
20572,18
20577,5
20582,1
20583,3
20588,1
20591,18
20596,1
20625,8
20629,3
20634,2
20661,2
20664,8
20674,1
20692,37
20699,1
20706,1
20710,1
20726,2
20728,13
20738,1
20744,9
20746,1
20778,1
20802,3
20816,2
20823,1
20825,1
20842,1
20844,1
20861,1
20871,3
20878,1
20887,1
20894,7
20907,1
20915,1
20934,1
20938,1
20962,14
20969,19
20971,10
20996,3
20997,1
21000,7
21001,1
21016,1
21035,1
21041,1
21052,63
21073,4
21075,8
21082,1
21090,1
21093,1
21100,1
21122,5
21129,7
21149,53
21153,60
21158,33
21159,1
21187,1
21198,1
21201,2
21226,2
21243,1
21258,3
21262,3
21277,2
21290,1
21329,9
21334,3
21349,17
21357,2
21377,5
21386,2
21390,1
21409,1
21418,3
21430,3
21444,2
21448,1
21455,1
21459,7
21464,6
21478,2
21479,1
21480,10
21483,1
21491,3
21506,3
21507,5
21509,1
21510,1
21521,28
21522,1
21533,7
21542,5
21554,6
21586,11
21587,30
21593,8
21597,1
21599,6
21601,4
21603,2
21606,2
21615,7
21616,1
21622,7
21636,5
21641,1
21651,2
21663,9
21665,1
21669,6
21692,1
21696,1
21698,11
21709,1
21729,23
21730,8
21733,1
21739,7
21745,11
21772,21
21786,2
21791,2
21804,1
21808,4
21817,2
21866,1
21868,1
21874,17
21881,3
21883,1
21893,14
21901,36
21906,1
21912,40
21919,2
21921,1
21932,6
21949,1
21957,1
21969,3
21994,26
22007,4
22029,1
22047,1
22048,2
22060,6
22061,1
22084,13
22087,1
22095,1
22099,1
22109,1
22123,1
22155,1
22163,8
22164,17
22172,1
22183,7
22188,1
22194,3
22201,1
22203,11
22233,1
22235,46
22239,1
22251,1
22261,1
22282,1
22291,1
22294,3
22304,41
22307,2
22310,4
22322,1
22329,25
22338,5
22355,3
22362,1
22371,1
22376,1
22384,1
22388,1
22393,2
22399,2
22403,27
22435,2
22445,1
22473,1
22476,1
22506,18
22519,2
22522,7
22532,2
22536,1
22547,6
22557,5
22572,1
22587,35
22601,3
22607,3
22634,1
22639,40
22645,1
22651,27
22662,1
22664,1
22668,6
22677,1
22710,1
22712,3
22713,5
22719,1
22724,8
22727,29
22748,7
22773,1
22775,1
22781,1
22784,1
22791,1
22798,35
22799,57
22800,39
22802,1
22805,1
22812,1
22815,1
22822,1
22837,1
22838,2
22841,2
22844,19
22858,1
22860,1
22863,1
22872,1
22874,1
22876,30
22885,10
22892,1
22894,11
22898,14
22901,2
22911,19
22922,4
22956,1
22957,2
23075,4
23077,1
23105,8
23116,5
23124,3
23127,15
23142,2
23152,1
23155,1
23162,1
23180,2
23184,1
23204,2
23206,5
23212,26
23218,1
23228,16
23229,2
23258,1
23285,4
23295,1
23297,7
23324,1
23333,2
23342,3
23361,1
23363,3
23386,1
23387,2
23411,1
23424,2
23435,1
23445,4
23472,1
23476,1
23477,41
23481,4
23484,1
23491,1
23492,1
23496,1
23497,1
23508,1
23544,61
23545,16
23547,6
23550,26
23564,2
23567,2
23568,6
23574,2
23590,2
23591,1
23597,1
23613,1
23632,2
23633,1
23640,13
23647,1
23655,1
23657,1
23668,2
23673,1
23676,1
23677,2
23691,2
23696,6
23697,1
23702,1
23708,1
23712,4
23738,1
23741,3
23747,5
23758,3
23762,16
23775,42
23777,7
23779,2
23788,1
23790,1
23804,1
23811,9
23815,4
23826,1
23842,1
23848,1
23858,1
23872,7
23877,1
23888,1
23890,2
23892,3
23912,1
23916,17
23917,3
23936,16
23949,1
23963,1
23981,1
24011,1
24024,12
24033,1
24065,31
24066,2
24067,58
24078,3
24104,1
24117,2
24120,4
24142,7
24143,3
24148,2
24156,1
24160,2
24163,1
24186,4
24188,1
24195,3
24226,6
24231,6
24240,20
24246,2
24269,1
24300,1
24310,5
24312,1
24324,1
24325,39
24327,1
24342,2
24346,2
24349,1
24359,3
24361,2
24377,17
24387,3
24394,3
24398,3
24399,2
24410,2
24422,3
24428,1
24435,1
24440,1
24444,1
24445,6
24448,2
24455,3
24459,1
24481,3
24493,7
24500,1
24501,2
24509,4
24510,2
24515,3
24523,1
24525,14
24534,2
24546,1
24550,2
24569,1
24572,6
24579,1
24580,1
24584,3
24597,2
24598,2
24616,4
24627,24
24629,4
24638,1
24655,45
24670,4
24672,1
24682,4
24684,3
24686,1
24699,6
24730,13
24742,1
24745,1
24754,60
24755,4
24756,1
24769,10
24783,2
24802,1
24804,6
24805,1
24812,6
24814,12
24830,30
24838,3
24841,2
24847,1
24849,36
24851,14
24853,8
24859,6
24861,1
24867,34
24871,22
24879,1
24890,1
24891,1
24894,17
24898,27
24907,2
24914,24
24934,2
24959,3
24965,2
24990,1
24992,10
24994,1
25005,1
25012,1
25016,1
25026,3
25033,1
25038,1
25043,1
25047,1
25057,1
25061,1
25092,10
25102,5
25110,10
25112,1
25114,1
25119,1
25130,1
25138,3
25157,18
25160,22
25176,1
25189,1
25199,3
25209,1
25212,1
25215,50
25218,2
25228,3
25230,12
25237,1
25250,2
25260,1
25263,1
25280,3
25287,2
25288,1
25295,34
25304,1
25312,15
25316,2
25320,1
25333,2
25337,30
25341,2
25352,3
25386,1
25399,25
25410,1
25418,1
25420,2
25442,1
25459,1
25466,5
25470,4
25487,2
25497,1
25553,21
25556,1
25557,2
25563,1
25566,1
25580,1
25581,1
25586,6
25593,18
25596,4
25611,22
25617,34
25639,1
25664,2
25665,35
25670,1
25675,1
25689,3
25693,2
25697,3
25706,2
25708,6
25709,9
25715,27
25720,5
25728,3
25729,2
25736,2
25748,1
25756,1
25765,38
25775,8
25792,2
25803,3
25822,1
25833,2
25865,1
25876,2
25886,1
25895,1
25904,1
25924,6
25925,1
25931,2
25947,2
25950,1
25952,4
25953,11
25956,4
25966,1
25969,2
25970,1
25974,1
25975,1
25982,1
25999,2
26006,1
26010,4
26017,1
26045,50
26056,1
26069,1
26075,1
26081,5
26087,10
26088,2
26099,1
26104,4
26128,3
26138,6
26144,4
26147,3
26148,1
26156,2
26161,30
26164,1
26166,4
26191,2
26232,33
26250,14
26254,4
26270,1
26277,3
26284,30
26291,1
26304,15
26305,1
26315,1
26318,1
26319,5
26358,53
26359,3
26379,1
26380,3
26390,8
26407,1
26414,45
26415,1
26418,3
26423,21
26427,1
26431,2
26455,4
26486,4
26488,17
26492,2
26501,21
26544,9
26593,1
26595,2
26598,2
26619,2
26631,1
26642,5
26645,1
26650,40
26659,10
26664,2
26675,1
26688,35
26693,1
26713,8
26743,1
26748,1
26751,1
26752,1
26753,1
26756,2
26758,1
26770,1
26771,6
26774,71
26778,10
26783,2
26791,4
26798,18
26800,1
26810,3
26814,12
26820,1
26836,4
26838,4
26849,2
26856,25
26882,1
26930,1
26949,1
26955,3
26967,1
26974,2
26990,4
27000,2
27019,1
27037,5
27047,1
27058,2
27059,1
27068,18
27072,20
27077,1
27091,2
27093,1
27122,1
27129,7
27137,4
27158,1
27211,1
27214,1
27227,2
27231,54
27234,2
27255,3
27256,1
27267,1
27271,1
27280,2
27310,2
27314,4
27317,1
27337,6
27350,1
27361,2
27367,1
27368,1
27377,30
27383,3
27391,2
27393,2
27402,1
27404,1
27407,6
27414,1
27431,1
27433,1
27451,1
27459,2
27474,1
27478,1
27488,5
27505,8
27510,3
27516,13
27536,1
27539,2
27544,2
27547,14
27557,1
27563,1
27565,7
27588,2
27593,2
27596,1
27615,2
27619,31
27626,2
27651,1
27681,1
27721,5
27738,1
27758,6
27770,2
27773,2
27776,4
27783,2
27786,44
27798,12
27800,18
27828,4
27834,18
27854,32
27858,3
27884,1
27889,3
27913,2
27915,3
27926,7
27927,1
27936,1
27945,1
27947,3
27955,1
27957,1
27983,7
27994,33
28000,1
28007,22
28009,13
28010,16
28012,16
28015,1
28019,3
28029,1
28031,12
28035,3
28040,1
28044,5
28050,2
28081,1
28085,2
28088,1
28090,1
28098,12
28099,2
28109,1
28113,3
28125,31
28133,2
28135,4
28148,7
28151,2
28155,3
28164,3
28165,1
28191,1
28193,1
28199,5
28200,3
28205,7
28214,3
28223,1
28231,7
28237,1
28243,37
28247,1
28273,18
28278,12
28288,2
28305,1
28311,2
28316,2
28319,3
28324,8
28326,6
28328,3
28341,1
28342,36
28376,1
28378,1
28382,5
28391,4
28395,7
28396,2
28409,1
28410,1
28435,10
28441,1
28452,3
28466,1
28471,1
28472,2
28480,5
28483,60
28488,1
28491,3
28493,1
28502,50
28504,1
28506,4
28508,8
28510,2
28521,24
28526,25
28528,1
28532,1
28540,1
28542,1
28543,1
28546,2
28549,9
28554,1
28558,1
28583,1
28585,1
28594,21
28597,1
28603,8
28604,1
28614,11
28621,1
28625,50
28647,25
28651,4
28654,1
28661,3
28675,1
28680,3
28692,1
28693,8
28694,1
28706,3
28720,1
28749,1
28753,22
28764,23
28786,8
28788,1
28794,7
28801,1
28802,5
28804,3
28812,1
28814,5
28819,5
28820,1
28821,1
28851,2
28855,1
28862,2
28867,10
28870,1
28879,8
28880,9
28883,1
28889,4
28891,1
28895,6
28900,1
28905,1
28907,1
28910,1
28915,1
28918,2
28923,1
28939,1
28942,37
28954,24
28957,1
28974,1
28984,34
28985,2
28989,9
28990,6
29003,16
29004,2
29005,1
29010,1
29011,31
29014,1
29015,9
29018,1
29021,2
29030,2
29048,1
29070,5
29077,1
29095,5
29107,1
29109,7
29111,15
29117,2
29121,2
29124,1
29127,1
29141,1
29164,5
29176,4
29202,1
29204,2
29214,1
29223,3
29229,3
29239,2
29241,2
29252,5
29254,1
29265,4
29267,10
29278,1
29279,4
29284,4
29287,19
29288,2
29302,1
29304,52
29311,1
29313,3
29315,2
29337,28
29353,1
29372,2
29373,8
29390,3
29402,6
29405,3
29406,1
29408,25
29418,1
29422,17
29477,3
29487,1
29495,1
29505,1
29506,1
29529,2
29533,1
29547,31
29572,1
29582,1
29590,1
29591,1
29592,14
29600,2
29604,2
29628,2
29639,3
29644,7
29648,5
29653,1
29661,1
29670,4
29672,1
29682,1
29692,7
29695,2
29697,1
29701,1
29711,5
29715,1
29716,1
29721,2
29727,3
29734,1
29735,2
29742,2
29743,3
29757,2
29766,5
29778,2
29790,4
29822,1
29823,1
29833,33
29855,1
29860,2
29877,1
29880,1
29881,1
29888,5
29890,2
29892,5
29897,2
29912,1
29915,12
29933,8
29939,1
29943,33
29946,1
29948,3
29958,57
29979,12
30000,11
30004,4
30008,1
30011,1
30021,12
30032,16
30037,3
30041,4
30043,1
30054,1
30063,8
30065,1
30077,17
30084,11
30089,10
30094,5
30098,1
30100,1
30101,1
30103,1
30143,2
30147,1
30150,1
30155,1
30157,2
30175,20
30200,4
30203,2
30229,1
30236,3
30237,2
30241,2
30275,1
30279,3
30289,1
30314,27
30316,3
30324,3
30327,2
30333,2
30339,8
30370,2
30377,36
30381,1
30389,5
30424,1
30440,2
30447,5
30448,1
30454,1
30471,49
30487,1
30491,35
30494,2
30504,1
30508,1
30512,1
30516,1
30517,2
30524,1
30525,4
30529,1
30537,1
30564,7
30572,2
30588,1
30595,1
30600,1
30615,2
30623,4
30626,3
30634,1
30636,2
30637,2
30652,26
30654,14
30659,19
30667,1
30673,1
30680,2
30685,7
30700,28
30704,4
30706,1
30707,2
30720,2
30728,50
30734,9
30736,17
30738,34
30744,1
30746,1
30752,1
30753,5
30755,1
30756,1
30757,2
30776,13
30781,1
30782,4
30786,1
30788,1
30798,8
30812,1
30825,43
30833,3
30840,1
30856,1
30859,2
30889,8
30890,2
30893,5
30894,1
30903,5
30928,6
30933,1
30935,6
30936,3
30939,3
30983,1
30986,2
30992,9
31010,2
31016,1
31018,52
31020,1
31028,2
31044,2
31060,4
31073,1
31074,1
31079,12
31081,1
31090,2
31092,1
31093,1
31098,16
31105,1
31117,5
31120,56
31125,2
31147,9
31148,1
31157,33
31158,1
31159,1
31167,12
31188,14
31205,4
31209,1
31212,11
31227,2
31237,6
31238,4
31241,1
31242,1
31252,2
31259,1
31265,5
31269,46
31272,6
31288,1
31290,13
31295,2
31300,10
31304,1
31306,1
31311,7
31333,6
31338,53
31341,9
31347,3
31359,7
31365,28
31374,33
31382,2
31383,36
31386,1
31389,1
31392,6
31398,1
31441,1
31446,3
31454,2
31459,41
31464,4
31484,1
31489,5
31503,1
31509,1
31525,1
31527,11
31529,14
31535,35
31550,3
31553,1
31554,2
31561,3
31570,1
31573,1
31585,17
31588,3
31595,3
31599,1
31612,1
31624,1
31627,4
31631,1
31632,2
31666,2
31688,1
31702,1
31708,2
31711,17
31722,5
31723,1
31724,2
31728,1
31736,38
31745,17
31753,1
31754,2
31760,1
31766,2
31779,1
31784,1
31794,1
31798,3
31809,3
31817,8
31837,3
31902,16
31916,1
31923,1
31931,2
31932,1
31935,2
31987,1
31994,1
31995,5
32000,2
32001,2
32007,4
32008,13
32013,1
32032,1
32036,8
32038,4
32047,10
32048,7
32049,3
32050,1
32065,26
32072,7
32081,4
32095,3
32096,1
32097,1
32112,1
32113,30
32114,1
32119,1
32121,4
32130,15
32132,1
32135,1
32143,3
32154,2
32157,2
32163,37
32190,1
32198,2
32199,2
32225,1
32238,11
32240,7
32267,1
32284,1
32315,3
32326,38
32338,4
32345,3
32347,1
32352,1
32372,2
32380,7
32381,1
32384,2
32393,1
32422,1
32424,8
32426,15
32427,1
32448,4
32451,2
32455,1
32460,1
32463,2
32465,6
32473,33
32474,2
32481,32
32489,13
32494,1
32498,1
32516,5
32527,1
32531,2
32535,12
32537,1
32543,1
32550,1
32556,7
32569,2
32582,12
32584,1
32585,3
32587,3
32589,1
32601,1
32607,2
32618,41
32620,9
32627,16
32631,3
32634,30
32637,2
32643,1
32646,1
32652,8
32667,1
32668,7
32672,2
32684,8
32689,2
32697,16
32731,1
32743,7
32764,1
32775,1
32777,1
32780,5
32781,1
32791,3
32792,14
32799,2
32806,1
32809,3
32824,3
32827,6
32836,30
32839,1
32845,4
32852,7
32857,2
32861,1
32877,49
32884,23
32891,3
32894,1
32898,1
32913,3
32928,1
32937,7
32941,3
32951,3
32977,1
32982,7
32986,4
32994,2
32995,1
33015,5
33021,46
33042,4
33047,22
33068,17
33069,5
33084,2
33096,18
33103,2
33108,23
33113,1
33114,1
33121,4
33134,1
33141,1
33152,1
33154,1
33155,2
33156,1
33158,4
33160,65
33161,1
33169,31
33187,16
33193,2
33203,1
33239,2
33247,1
33254,2
33255,1
33256,18
33269,2
33275,1
33286,13
33291,1
33293,1
33294,19
33299,1
33314,1
33328,1
33331,1
33341,1
33346,14
33370,2
33391,62
33394,3
33402,1
33403,3
33408,1
33413,1
33414,12
33420,18
33425,24
33427,5
33429,5
33434,1
33440,25
33443,3
33452,9
33453,1
33466,1
33467,1
33472,1
33482,10
33490,1
33492,1
33499,22
33523,1
33526,8
33530,49
33534,1
33545,1
33554,2
33557,1
33559,2
33563,35
33571,3
33612,1
33615,1
33636,1
33642,7
33645,3
33651,9
33660,3
33661,1
33663,1
33665,4
33667,1
33680,1
33713,6
33720,1
33732,1
33740,2
33748,1
33770,1
33771,1
33777,23
33785,2
33786,16
33787,2
33797,2
33799,45
33815,3
33817,9
33818,1
33820,7
33828,1
33836,1
33838,1
33851,3
33858,10
33862,16
33864,1
33865,3
33883,1
33886,16
33890,1
33899,6
33910,2
33911,10
33916,3
33921,4
33922,2
33931,13
33935,17
33944,1
33952,2
33958,2
33962,2
33967,1
33985,5
33988,1
33991,1
33992,2
33994,3
34001,4
34004,2
34006,6
34009,4
34044,1
34047,1
34056,3
34063,1
34069,31
34087,2
34101,2
34116,38
34122,10
34131,2
34138,3
34142,1
34143,1
34146,11
34149,61
34151,4
34154,2
34155,1
34159,2
34162,1
34186,4
34218,1
34229,16
34230,3
34233,2
34235,17
34237,1
34242,46
34243,13
34248,5
34252,1
34256,5
34257,1
34260,1
34269,6
34275,1
34295,10
34300,2
34302,1
34304,1
34336,2
34356,4
34384,20
34405,4
34412,26
34415,9
34418,1
34419,1
34422,18
34429,4
34430,6
34431,9
34435,1
34441,4
34446,3
34451,3
34470,7
34471,11
34478,1
34483,3
34498,10
34510,1
34514,1
34525,4
34539,2
34548,2
34572,17
34596,2
34600,15
34615,10
34625,2
34637,3
34642,6
34652,38
34662,8
34664,7
34670,4
34695,8
34697,1
34710,29
34712,5
34734,1
34737,1
34742,56
34765,29
34770,2
34786,3
34787,2
34791,6
34810,16
34811,1
34813,20
34820,2
34821,2
34822,1
34828,1
34846,2
34856,17
34861,7
34876,48
34879,4
34887,1
34895,5
34903,2
34912,6
34917,2
34918,17
34926,6
34936,2
34938,5
34941,53
34946,1
34954,6
34964,1
34968,6
34971,1
34981,4
34990,1
35005,1
35006,1
35012,1
35015,11
35017,3
35023,1
35033,4
35037,1
35047,22
35056,1
35061,2
35065,1
35079,1
35080,3
35088,11
35092,1
35096,1
35115,5
35118,8
35123,1
35124,2
35125,1
35128,1
35131,2
35143,1
35163,1
35164,1
35169,1
35185,1
35197,1
35206,1
35220,1
35231,1
35244,2
35255,3
35256,3
35280,4
35281,2
35283,8
35305,1
35316,23
35348,2
35349,2
35358,1
35359,1
35366,10
35370,1
35371,6
35380,2
35413,28
35416,1
35422,27
35450,3
35452,8
35458,2
35473,10
35481,1
35492,16
35496,4
35506,38
35507,20
35536,1
35541,1
35544,11
35545,1
35557,3
35567,1
35576,2
35584,9
35595,1
35600,1
35610,1
35621,2
35642,1
35647,1
35657,4
35658,1
35667,9
35682,1
35697,8
35701,6
35704,1
35711,5
35714,1
35722,1
35727,1
35741,1
35743,3
35748,1
35750,4
35751,6
35761,5
35780,1
35790,6
35791,2
35794,33
35819,17
35824,2
35826,4
35850,1
35859,1
35870,2
35875,2
35877,2
35881,1
35882,44
35891,1
35893,19
35897,1
35899,1
35903,1
35905,2
35913,2
35926,1
35933,1
35938,1
35944,22
35946,1
35957,2
35970,29
36007,10
36009,2
36016,1
36025,3
36045,22
36059,3
36071,2
36073,8
36091,4
36112,8
36117,1
36119,1
36123,40
36127,1
36139,2
36144,1
36147,3
36164,1
36168,1
36169,2
36170,1
36176,1
36191,3
36199,4
36201,1
36208,7
36215,1
36216,1
36217,12
36229,6
36235,5
36242,1
36261,3
36265,31
36291,2
36293,25
36294,1
36303,15
36314,2
36325,3
36345,2
36356,9
36358,4
36367,7
36372,23
36379,17
36385,1
36390,1
36394,4
36397,2
36409,1
36410,1
36415,1
36417,17
36422,22
36427,2
36430,24
36432,3
36436,2
36438,2
36441,11
36444,1
36445,4
36451,9
36455,7
36459,49
36462,1
36468,1
36470,5
36472,1
36477,1
36478,9
36499,1
36505,8
36511,8
36512,2
36520,1
36529,14
36546,2
36547,1
36549,1
36562,7
36569,1
36572,1
36582,5
36605,1
36616,1
36621,2
36630,10
36643,1
36663,5
36675,5
36715,2
36726,54
36731,24
36740,11
36741,10
36746,1
36757,2
36766,7
36773,2
36782,7
36791,1
36796,2
36797,2
36806,1
36815,2
36817,7
36820,6
36824,1
36829,11
36836,3
36837,1
36840,1
36841,1
36843,1
36867,1
36869,1
36883,3
36889,1
36893,1
36909,6
36914,1
36921,1
36929,2
36940,2
36943,1
36945,1
36951,2
36964,1
36965,3
36973,7
36978,1
36982,25
36985,9
36994,5
36997,2
37002,2
37022,1
37032,1
37058,1
37067,5
37070,2
37075,1
37088,2
37099,1
37124,2
37136,2
37141,19
37142,1
37150,2
37169,2
37177,9
37183,1
37208,1
37227,21
37228,1
37234,1
37238,1
37256,2
37260,3
37286,1
37303,1
37324,1
37353,18
37354,7
37360,16
37363,3
37369,25
37384,5
37402,1
37430,1
37439,3
37445,1
37453,2
37462,2
37463,14
37467,1
37481,2
37483,37
37485,1
37486,1
37490,1
37498,1
37499,3
37516,4
37526,7
37552,2
37553,8
37556,2
37564,12
37566,2
37569,6
37570,1
37595,1
37602,1
37609,12
37612,1
37613,3
37622,1
37625,2
37627,2
37634,8
37639,42
37647,10
37680,4
37685,4
37693,1
37708,4
37711,15
37713,6
37725,1
37727,2
37731,2
37744,2
37747,6
37751,5
37759,2
37772,1
37792,1
37794,2
37833,1
37840,1
37844,1
37846,1
37866,9
37870,1
37874,1
37880,1
37895,1
37901,1
37928,1
37934,1
37942,3
37968,1
37973,1
37985,34
37992,6
38008,32
38021,10
38023,19
38025,2
38026,2
38033,1
38036,12
38037,1
38047,1
38061,41
38062,8
38070,7
38072,3
38077,32
38081,1
38092,2
38105,1
38112,1
38114,27
38115,38
38119,2
38127,1
38141,1
38143,8
38161,2
38162,2
38163,6
38166,12
38169,5
38172,2
38191,2
38202,1
38204,1
38207,1
38209,14
38214,2
38244,1
38246,2
38255,6
38266,5
38272,4
38274,1
38276,2
38289,8
38297,12
38299,6
38311,17
38312,1
38315,3
38320,5
38337,12
38338,1
38356,15
38366,70
38373,8
38379,1
38381,33
38387,1
38400,1
38409,73
38414,1
38426,2
38434,5
38436,5
38438,4
38448,6
38470,50
38479,2
38586,32
38594,34
38604,4
38606,2
38610,4
38625,41
38629,1
38630,1
38638,4
38644,7
38663,59
38672,30
38686,7
38692,28
38695,1
38707,2
38714,19
38716,5
38718,3
38726,1
38729,2
38731,1
38733,3
38748,1
38756,1
38774,2
38776,8
38779,1
38789,3
38799,1
38802,1
38806,1
38810,1
38822,1
38824,2
38838,1
38840,1
38858,1
38876,4
38888,6
38889,1
38900,1
38901,15
38913,1
38914,2
38925,1
38926,3
38927,1
38928,16
38930,13
38935,2
38945,3
38947,5
38948,1
38950,4
38965,4
38984,1
38997,8
39032,1
39055,2
39064,1
39071,2
39074,14
39076,17
39078,10
39090,1
39091,3
39097,1
39102,1
39103,6
39112,1
39122,1
39129,1
39137,10
39141,3
39144,3
39167,33
39197,6
39219,11
39230,16
39233,1
39241,2
39245,1
39250,18
39252,31
39263,2
39277,6
39286,1
39321,5
39327,15
39331,1
39335,1
39342,7
39364,1
39365,1
39374,1
39402,27
39432,2
39439,5
39440,9
39441,2
39442,1
39453,16
39456,17
39464,1
39467,4
39471,6
39475,4
39481,1
39489,1
39491,9
39504,35
39525,1
39534,1
39536,1
39543,7
39573,1
39593,1
39604,3
39607,1
39615,3
39616,3
39625,1
39635,1
39642,1
39644,1
39649,1
39664,1
39674,1
39683,2
39691,2
39692,1
39712,1
39715,7
39718,13
39719,9
39727,2
39738,1
39756,1
39768,17
39771,1
39779,1
39781,2
39782,1
39786,1
39805,2
39807,15
39820,1
39822,2
39823,3
39825,1
39828,1
39830,20
39835,2
39842,1
39844,1
39850,47
39852,2
39864,4
39865,2
39866,3
39983,1
40010,2
40025,19
40029,4
40034,2
40036,1
40040,2
40049,2
40052,2
40053,1
40054,3
40062,1
40073,1
40083,36
40089,31
40091,2
40097,6
40104,1
40107,1
40114,1
40123,2
40135,2
40140,10
40143,1
40170,1
40173,2
40179,1
40181,9
40184,2
40186,10
40203,60
40206,2
40209,14
40225,2
40234,1
40242,1
40289,2
40294,2
40298,1
40348,3
40361,1
40390,6
40398,1
40407,1
40419,1
40422,21
40430,15
40431,2
40436,1
40441,4
40471,1
40492,1
40495,4
40496,1
40499,1
40501,16
40509,3
40512,1
40523,2
40529,4
40534,5
40542,5
40555,1
40559,5
40568,1
40571,5
40580,1
40585,1
40597,1
40600,3
40606,1
40618,3
40619,1
40621,1
40625,1
40627,8
40633,4
40640,14
40647,1
40654,23
40656,2
40669,3
40670,1
40706,5
40707,3
40723,32
40729,4
40750,1
40760,1
40765,4
40766,2
